question;answer;text
Where does Independiente Santa Fe play their home games in the Copa Libertadores 2015?;Independiente Santa Fe plays their home games at Estadio Nemesio Camacho El Campin in the Copa Libertadores 2015.;<s>[INST] Where does Independiente Santa Fe play their home games in the Copa Libertadores 2015? [/INST] Independiente Santa Fe plays their home games at Estadio Nemesio Camacho El Campin in the Copa Libertadores 2015. </s>
When was Independiente Santa Fe founded?;Independiente Santa Fe was founded on 02/28/1941.;<s>[INST] When was Independiente Santa Fe founded? [/INST] Independiente Santa Fe was founded on 02/28/1941. </s>
In which country is Independiente Santa Fe based?;Independiente Santa Fe is based in Colombia.;<s>[INST] In which country is Independiente Santa Fe based? [/INST] Independiente Santa Fe is based in Colombia. </s>
What is the full name of Independiente Santa Fe?;The full name of Independiente Santa Fe is Independiente Santa Fe.;<s>[INST] What is the full name of Independiente Santa Fe? [/INST] The full name of Independiente Santa Fe is Independiente Santa Fe. </s>
Who is the manager of Colo Colo in the Copa Libertadores 2015?;The manager of Colo Colo in the Copa Libertadores 2015 is Gustavo Quinteros.;<s>[INST] Who is the manager of Colo Colo in the Copa Libertadores 2015? [/INST] The manager of Colo Colo in the Copa Libertadores 2015 is Gustavo Quinteros. </s>
Where does Colo Colo play their home games in the Copa Libertadores 2015?;Colo Colo plays their home games at Monumental David Arellano in the Copa Libertadores 2015.;<s>[INST] Where does Colo Colo play their home games in the Copa Libertadores 2015? [/INST] Colo Colo plays their home games at Monumental David Arellano in the Copa Libertadores 2015. </s>
When was Colo Colo founded?;Colo Colo was founded on 04/19/1925.;<s>[INST] When was Colo Colo founded? [/INST] Colo Colo was founded on 04/19/1925. </s>
In which country is Colo Colo based?;Colo Colo is based in Chile.;<s>[INST] In which country is Colo Colo based? [/INST] Colo Colo is based in Chile. </s>
What is the full name of Colo Colo?;The full name of Colo Colo is Colo Colo.;<s>[INST] What is the full name of Colo Colo? [/INST] The full name of Colo Colo is Colo Colo. </s>
Who is the manager of Atlas in the Copa Libertadores 2015?;The manager of Atlas in the Copa Libertadores 2015 is Omar Flores.;<s>[INST] Who is the manager of Atlas in the Copa Libertadores 2015? [/INST] The manager of Atlas in the Copa Libertadores 2015 is Omar Flores. </s>
Where does Atlas play their home games in the Copa Libertadores 2015?;Atlas plays their home games at Estadio Jalisco in the Copa Libertadores 2015.;<s>[INST] Where does Atlas play their home games in the Copa Libertadores 2015? [/INST] Atlas plays their home games at Estadio Jalisco in the Copa Libertadores 2015. </s>
When was Atlas founded?;Atlas was founded on 08/15/1916.;<s>[INST] When was Atlas founded? [/INST] Atlas was founded on 08/15/1916. </s>
In which country is Atlas based?;Atlas is based in Mexico.;<s>[INST] In which country is Atlas based? [/INST] Atlas is based in Mexico. </s>
What is the full name of Atlas?;The full name of Atlas is Atlas.;<s>[INST] What is the full name of Atlas? [/INST] The full name of Atlas is Atlas. </s>
Who is the manager of Vélez Sarsfield in the Copa Libertadores 2014?;The manager of Vélez Sarsfield in the Copa Libertadores 2014 is Sebastian Mendez.;<s>[INST] Who is the manager of Vélez Sarsfield in the Copa Libertadores 2014? [/INST] The manager of Vélez Sarsfield in the Copa Libertadores 2014 is Sebastian Mendez. </s>
Where does Vélez Sarsfield play their home games in the Copa Libertadores 2014?;Vélez Sarsfield plays their home games at Jose Amalfitani in the Copa Libertadores 2014.;<s>[INST] Where does Vélez Sarsfield play their home games in the Copa Libertadores 2014? [/INST] Vélez Sarsfield plays their home games at Jose Amalfitani in the Copa Libertadores 2014. </s>
When was Vélez Sarsfield founded?;Vélez Sarsfield was founded on 01/01/1910.;<s>[INST] When was Vélez Sarsfield founded? [/INST] Vélez Sarsfield was founded on 01/01/1910. </s>
In which country is Vélez Sarsfield based?;Vélez Sarsfield is based in Argentina.;<s>[INST] In which country is Vélez Sarsfield based? [/INST] Vélez Sarsfield is based in Argentina. </s>
What is the full name of Vélez Sarsfield?;The full name of Vélez Sarsfield is Vélez Sarsfield.;<s>[INST] What is the full name of Vélez Sarsfield? [/INST] The full name of Vélez Sarsfield is Vélez Sarsfield. </s>
Who is the manager of Club Nacional de Fútbol in the Copa Libertadores 2013?;The manager of Club Nacional de Fútbol in the Copa Libertadores 2013 is Àlvaro Recoba.;<s>[INST] Who is the manager of Club Nacional de Fútbol in the Copa Libertadores 2013? [/INST] The manager of Club Nacional de Fútbol in the Copa Libertadores 2013 is Àlvaro Recoba. </s>
Where does Club Nacional de Fútbol play their home games in the Copa Libertadores 2013?;Club Nacional de Fútbol plays their home games at Gran Parque Central in the Copa Libertadores 2013.;<s>[INST] Where does Club Nacional de Fútbol play their home games in the Copa Libertadores 2013? [/INST] Club Nacional de Fútbol plays their home games at Gran Parque Central in the Copa Libertadores 2013. </s>
When was Club Nacional de Fútbol founded?;Club Nacional de Fútbol was founded on 05/14/1899.;<s>[INST] When was Club Nacional de Fútbol founded? [/INST] Club Nacional de Fútbol was founded on 05/14/1899. </s>
In which country is Club Nacional de Fútbol based?;Club Nacional de Fútbol is based in Uruguay.;<s>[INST] In which country is Club Nacional de Fútbol based? [/INST] Club Nacional de Fútbol is based in Uruguay. </s>
What is the full name of Club Nacional de Fútbol?;The full name of Club Nacional de Fútbol is Club Nacional de Fútbol.;<s>[INST] What is the full name of Club Nacional de Fútbol? [/INST] The full name of Club Nacional de Fútbol is Club Nacional de Fútbol. </s>
Who is the manager of Boca Juniors in the Copa Libertadores 2013?;The manager of Boca Juniors in the Copa Libertadores 2013 is Mariano Herron.;<s>[INST] Who is the manager of Boca Juniors in the Copa Libertadores 2013? [/INST] The manager of Boca Juniors in the Copa Libertadores 2013 is Mariano Herron. </s>
Where does Boca Juniors play their home games in the Copa Libertadores 2013?;Boca Juniors plays their home games at Alberto J. Armando in the Copa Libertadores 2013.;<s>[INST] Where does Boca Juniors play their home games in the Copa Libertadores 2013? [/INST] Boca Juniors plays their home games at Alberto J. Armando in the Copa Libertadores 2013. </s>
When was Boca Juniors founded?;Boca Juniors was founded on 04/03/1905.;<s>[INST] When was Boca Juniors founded? [/INST] Boca Juniors was founded on 04/03/1905. </s>
In which country is Boca Juniors based?;Boca Juniors is based in Argentina.;<s>[INST] In which country is Boca Juniors based? [/INST] Boca Juniors is based in Argentina. </s>
What is the full name of Boca Juniors?;The full name of Boca Juniors is Boca Juniors.;<s>[INST] What is the full name of Boca Juniors? [/INST] The full name of Boca Juniors is Boca Juniors. </s>
Who is the manager of Toluca in the Copa Libertadores 2013?;The manager of Toluca in the Copa Libertadores 2013 is Carlos Maria Morales.;<s>[INST] Who is the manager of Toluca in the Copa Libertadores 2013? [/INST] The manager of Toluca in the Copa Libertadores 2013 is Carlos Maria Morales. </s>
Where does Toluca play their home games in the Copa Libertadores 2013?;Toluca plays their home games at Estadio Nemesio Diez in the Copa Libertadores 2013.;<s>[INST] Where does Toluca play their home games in the Copa Libertadores 2013? [/INST] Toluca plays their home games at Estadio Nemesio Diez in the Copa Libertadores 2013. </s>
When was Toluca founded?;Toluca was founded on 02/12/1917.;<s>[INST] When was Toluca founded? [/INST] Toluca was founded on 02/12/1917. </s>
In which country is Toluca based?;Toluca is based in Mexico.;<s>[INST] In which country is Toluca based? [/INST] Toluca is based in Mexico. </s>
What is the full name of Toluca?;The full name of Toluca is Toluca.;<s>[INST] What is the full name of Toluca? [/INST] The full name of Toluca is Toluca. </s>
Who is the manager of Juan Aurich in the Copa Libertadores 2012?;The manager of Juan Aurich in the Copa Libertadores 2012 is Jesus Oropesa.;<s>[INST] Who is the manager of Juan Aurich in the Copa Libertadores 2012? [/INST] The manager of Juan Aurich in the Copa Libertadores 2012 is Jesus Oropesa. </s>
Where does Juan Aurich play their home games in the Copa Libertadores 2012?;Juan Aurich plays their home games at Estadio Cesar Flores Marigorda in the Copa Libertadores 2012.;<s>[INST] Where does Juan Aurich play their home games in the Copa Libertadores 2012? [/INST] Juan Aurich plays their home games at Estadio Cesar Flores Marigorda in the Copa Libertadores 2012. </s>
When was Juan Aurich founded?;Juan Aurich was founded on 09/03/1922.;<s>[INST] When was Juan Aurich founded? [/INST] Juan Aurich was founded on 09/03/1922. </s>
In which country is Juan Aurich based?;Juan Aurich is based in Peru.;<s>[INST] In which country is Juan Aurich based? [/INST] Juan Aurich is based in Peru. </s>
What is the full name of Juan Aurich?;The full name of Juan Aurich is Juan Aurich.;<s>[INST] What is the full name of Juan Aurich? [/INST] The full name of Juan Aurich is Juan Aurich. </s>
Who is the manager of Libertad in the Copa Libertadores 2011?;The manager of Libertad in the Copa Libertadores 2011 is Ariel Galeano.;<s>[INST] Who is the manager of Libertad in the Copa Libertadores 2011? [/INST] The manager of Libertad in the Copa Libertadores 2011 is Ariel Galeano. </s>
Where does Libertad play their home games in the Copa Libertadores 2011?;Libertad plays their home games at Estadio Dr. Nicolás Léoz in the Copa Libertadores 2011.;<s>[INST] Where does Libertad play their home games in the Copa Libertadores 2011? [/INST] Libertad plays their home games at Estadio Dr. Nicolás Léoz in the Copa Libertadores 2011. </s>
When was Libertad founded?;Libertad was founded on 07/30/1905.;<s>[INST] When was Libertad founded? [/INST] Libertad was founded on 07/30/1905. </s>
In which country is Libertad based?;Libertad is based in Paraguay.;<s>[INST] In which country is Libertad based? [/INST] Libertad is based in Paraguay. </s>
What is the full name of Libertad?;The full name of Libertad is Libertad.;<s>[INST] What is the full name of Libertad? [/INST] The full name of Libertad is Libertad. </s>
Who is the manager of Once Caldas in the Copa Libertadores 2011?;The manager of Once Caldas in the Copa Libertadores 2011 is Hernan Dario Herrera Ramirez.;<s>[INST] Who is the manager of Once Caldas in the Copa Libertadores 2011? [/INST] The manager of Once Caldas in the Copa Libertadores 2011 is Hernan Dario Herrera Ramirez. </s>
Where does Once Caldas play their home games in the Copa Libertadores 2011?;Once Caldas plays their home games at Estadio Palogrande in the Copa Libertadores 2011.;<s>[INST] Where does Once Caldas play their home games in the Copa Libertadores 2011? [/INST] Once Caldas plays their home games at Estadio Palogrande in the Copa Libertadores 2011. </s>
When was Once Caldas founded?;Once Caldas was founded on 01/15/1961.;<s>[INST] When was Once Caldas founded? [/INST] Once Caldas was founded on 01/15/1961. </s>
In which country is Once Caldas based?;Once Caldas is based in Colombia.;<s>[INST] In which country is Once Caldas based? [/INST] Once Caldas is based in Colombia. </s>
What is the full name of Once Caldas?;The full name of Once Caldas is Once Caldas.;<s>[INST] What is the full name of Once Caldas? [/INST] The full name of Once Caldas is Once Caldas. </s>
Who is the manager of Deportivo USMP in the Copa Libertadores 2011?;The manager of Deportivo USMP in the Copa Libertadores 2011 is Duilio Cisneros.;<s>[INST] Who is the manager of Deportivo USMP in the Copa Libertadores 2011? [/INST] The manager of Deportivo USMP in the Copa Libertadores 2011 is Duilio Cisneros. </s>
Where does Deportivo USMP play their home games in the Copa Libertadores 2011?;Deportivo USMP plays their home games at Estadio Alberto Gallardo in the Copa Libertadores 2011.;<s>[INST] Where does Deportivo USMP play their home games in the Copa Libertadores 2011? [/INST] Deportivo USMP plays their home games at Estadio Alberto Gallardo in the Copa Libertadores 2011. </s>
When was Deportivo USMP founded?;Deportivo USMP was founded on 01/21/2004.;<s>[INST] When was Deportivo USMP founded? [/INST] Deportivo USMP was founded on 01/21/2004. </s>
In which country is Deportivo USMP based?;Deportivo USMP is based in Peru.;<s>[INST] In which country is Deportivo USMP based? [/INST] Deportivo USMP is based in Peru. </s>
What is the full name of Deportivo USMP?;The full name of Deportivo USMP is Deportivo USMP.;<s>[INST] What is the full name of Deportivo USMP? [/INST] The full name of Deportivo USMP is Deportivo USMP. </s>
